Tên công việc,Địa điểm,Ngày cập nhật,Ngành nghề,Hình thức,Lương,Kinh nghiệm,Cấp bậc,Hết hạn nộp,Tên công ty,Địa chỉ công ty,Người liên hệ,Qui mô công ty,Loại hình hoạt động
Compliance Specialist - Pharmaceutical Company,['Hồ Chí Minh'],18/11/2024,"Dược phẩm , Y tế / Chăm sóc sức khỏe",Nhân viên chính thức,25 Tr - 30 Tr VND,3 - 7 Năm,Nhân viên,17/12/2024,CÔNG TY TNHH TƯ VẤN GIẢI PHÁP DOANH NGHIỆP TPC,"Pax Sky Tower, 159C Đường Đề Thám, Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",Ms Nhung,,Trách nhiệm hữu hạn
[H4] NHÂN VIÊN CHĂM SÓC KHÁCH HÀNG VIETJET AIR LINE TIẾNG ANH - THU NHẬP 7M5 - 8M - KHÔNG YÊU CẦU KINH NGHIỆM,['Hồ Chí Minh'],16/11/2024,"Dịch vụ khách hàng , Hàng không",Nhân viên chính thức,"7,5 Tr - 8,5 Tr VND",,Nhân viên,15/12/2024,BELLSYSTEM24-VIỆT NAM,"Số 3 Vũ Phạm Hàm, Yên Hòa, Cầu Giấy, Hà Nội",Bộ Phận Tuyển Dụng Nhân Sự,1.000-4.999,100% vốn nước ngoài
Lao động phổ thông,['Hồ Chí Minh'],16/11/2024,"Sản xuất / Vận hành sản xuất , Lao động phổ thông",Nhân viên chính thức,"7,1 Tr - 10 Tr VND",,Nhân viên,15/12/2024,CÔNG TY TNHH SX-TM-DV QUI PHÚC,"111/39/4 Tây Lân, Phường Tân Tạo, Quận Bình Tân, TP. Hồ Chí Minh",Bộ Phận Tuyển Dụng,1.000-4.999,Trách nhiệm hữu hạn
Livestream Assistant (6-month Contract),['Hồ Chí Minh'],17/11/2024,"Tiếp thị / Marketing , Quảng cáo / Đối ngoại / Truyền Thông , Tiếp thị trực tuyến",Thời vụ/ Nghề tự do,Cạnh tranh,,Mới tốt nghiệp,16/12/2024,ABBOTT,"2 Ngo Duc Ke, Dist 1, Ho Chi Minh City",Talent Acquisition Team,1.000-4.999,100% vốn nước ngoài
Nhân viên bán hàng,['Hồ Chí Minh'],17/11/2024,"Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh , Tư vấn",Nhân viên chính thức,6 Tr - 8 Tr VND,Lên đến 1 Năm,Nhân viên,16/12/2024,CÔNG TY TNHH QUÂN UY,"198/A7 Hoàng Văn Thụ, Phường 9, Quận Phú Nhuận",Ms Cúc,25-99,Trách nhiệm hữu hạn
[Head Office] Head of Secured Loan,['Hồ Chí Minh'],16/11/2024,"Bảo hiểm , Ngân hàng , Kế toán / Kiểm toán",Nhân viên chính thức,Cạnh tranh,Trên 10 Năm,Quản lý,15/12/2024,CÔNG TY TÀI CHÍNH MIRAE ASSET (VIỆT NAM),"91 Pasteur, Phường Bến Nghé, Quận 1, Tp. Hồ Chí Minh",Admin,500 - 1.000,100% vốn nước ngoài
[H5] NHÂN VIÊN CHĂM SÓC KHÁCH HÀNG (TIẾNG ANH) - DỰ ÁN GALAXY JOY,['Hồ Chí Minh'],14/11/2024,"Biên phiên dịch , Dịch vụ khách hàng , Hàng không",Nhân viên chính thức,Cạnh tranh,,Nhân viên,13/12/2024,BELLSYSTEM24-VIỆT NAM,"Số 3 Vũ Phạm Hàm, Yên Hòa, Cầu Giấy, Hà Nội",Bộ Phận Tuyển Dụng Nhân Sự,1.000-4.999,100% vốn nước ngoài
[SSV] Vice Principal,['Hồ Chí Minh'],14/11/2024,Giáo dục / Đào tạo,Nhân viên chính thức,Cạnh tranh,3 - 5 Năm,Quản lý,13/12/2024,EQUEST EDUCATION GROUP (EQG),"Canadian International School, Number 7, Road 23, Phu My Hung, Tan Phu Ward, District 7, HCMC",People & Culture Division - Talent Acquisition Department,5.000-9.999,Cổ phần
Kỹ Sư QC/QA,"['Đồng Nai', 'Hồ Chí Minh']",14/11/2024,Quản lý chất lượng (QA/QC),Nhân viên chính thức,Cạnh tranh,Trên 2 Năm,Nhân viên,13/12/2024,CÔNG TY CỔ PHẦN SẢN XUẤT VÀ BẢO DƯỠNG THIẾT BỊ HÀNG KHÔNG,"Tầng 12A tòa Center building, dự án Hapulico Complex, số 1 Nguyễn Huy Tưởng, Thanh Xuân, Hà Nội",Phương,25-99,Cổ phần
Chuyên viên Đánh giá rủi ro.,['Hồ Chí Minh'],14/11/2024,Bảo hiểm,Nhân viên chính thức,Cạnh tranh,Chưa có kinh nghiệm,Nhân viên,13/12/2024,TỔNG CÔNG TY CỔ PHẦN BẢO MINH,"26 Tôn Thất Đạm, Phường Nguyễn Thái Bình, Quận 1, TP.HCM",Phạm Phương Hoa,1.000-4.999,Cổ phần
[Gò Vấp] Giao Dịch Viên Tài Chính Tại Cửa Hàng PNJ,['Hồ Chí Minh'],10/11/2024,"Bán hàng / Kinh doanh , Tư vấn , Dịch vụ khách hàng",Nhân viên chính thức,9 Tr - 20 Tr VND,Lên đến 1 Năm,Nhân viên,09/12/2024,CÔNG TY CỔ PHẦN NGƯỜI BẠN VÀNG,"Tầng 1, Vincom Plaza Cộng Hoà, 15-17 Cộng Hòa, Phường 4, Quận Tân Bình.",Phòng Nhân sự,100-499,Cổ phần
Nhân Viên Kinh Doanh Kênh GT (Ngành Gạo),['Hồ Chí Minh'],09/11/2024,"Tiếp thị / Marketing , Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh",Nhân viên chính thức,10 Tr - 12 Tr VND,1 - 2 Năm,Nhân viên,08/12/2024,CÔNG TY CP TẬP ĐOÀN TÂN LONG,"Trụ sở chính tầng 14, tòa nhà Diamond Flower, số 48 Lê Văn Lương, Thanh Xuân, Hà Nội",Bộ Phận Tuyển Dụng,Hơn 2500,Cổ phần
Nhân viên kinh doanh Tủ Bếp và Nội Thất,['Hồ Chí Minh'],09/11/2024,"Tiếp thị / Marketing , Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh",Nhân viên chính thức,7 Tr - 20 Tr VND,1 - 2 Năm,Nhân viên,08/12/2024,CHI NHÁNH CÔNG TY CP THIẾT BỊ VỆ SINH CAESAR VIỆT NAM,"Lô số 21, đường 5 A, KCN Tân Tạo, P. Tân Tạo A, Q. Bình Tân, TP.HCM",Ms. Liên,25-99,Cổ phần
CVCC Tái Thẩm định KHDN,['Hồ Chí Minh'],09/11/2024,Ngân hàng,Nhân viên chính thức,Cạnh tranh,5 - 7 Năm,Nhân viên,08/12/2024,,,,,
[TAM SƠN] HCM - Senior Stock Taking Executive/ Chuyên viên Kiểm kê Cấp cao,['Hồ Chí Minh'],08/11/2024,"Bán lẻ / Bán sỉ , Thống kê , Vận chuyển / Giao nhận / Kho vận",Nhân viên chính thức,Cạnh tranh,2 - 3 Năm,Nhân viên,07/12/2024,OPENASIA GROUP,"No. 21, Alley 2, Le Van Huu Street, Hai Ba Trung Dist., Hanoi, Vietnam",HR Department,1000,100% vốn nước ngoài
Chuyên Viên Hội đồng chuyên môn Trung Học - Pathway School,['Hồ Chí Minh'],08/11/2024,Giáo dục / Đào tạo,Nhân viên chính thức,19 Tr - 25 Tr VND,3 - 5 Năm,Trưởng nhóm / Giám sát,07/12/2024,HỆ THỐNG TRƯỜNG PATHWAY TUỆ ĐỨC,"111 Lương Định Của, P. An Khánh, TP. Thủ Đức, TP. Hồ Chí Minh/ Các Cơ Sở: Q.3, Q.7, Q.8, Q.12, Tân Bình, Gò Vấp, Bình Chánh, TP. Thủ Đức",Pathway School - Hệ Thống Trường Tuệ Đức,500-999,Cổ phần
Trưởng Nhóm Kinh Doanh Tại HCM,['Hồ Chí Minh'],07/11/2024,"Bán hàng / Kinh doanh , Quản lý điều hành , Bán lẻ / Bán sỉ",Nhân viên chính thức,10 Tr - 50 Tr VND,Trên 3 Năm,Trưởng nhóm / Giám sát,06/12/2024,CÔNG TY CP CƠ KHÍ TÂN MINH,Tại Hà Nội - Đà Nẵng và Hồ Chí Minh theo địa chỉ ở trên,Nguyễn Thành Đức,100-499,Cổ phần
Trưởng Phòng Khách hàng Cá nhân,"['Sóc Trăng', 'Hồ Chí Minh', 'Ninh Bình']",07/11/2024,"Ngân hàng , Quản lý điều hành , Tài chính / Đầu tư",Nhân viên chính thức,Cạnh tranh,Trên 3 Năm,Quản lý,06/12/2024,NGÂN HÀNG TMCP SÀI GÒN - HÀ NỘI ( SHB ),77 Trần Hưng Đạo - Hoàn Kiếm - Hà Nội,Trung tâm Dịch vụ Nhân sự,5.000-9.999,Cổ phần
Sales Executive,['Hồ Chí Minh'],07/11/2024,"Nội ngoại thất , Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh",Nhân viên chính thức,Cạnh tranh,3 - 10 Năm,Nhân viên,06/12/2024,NANOCO GROUP,"Tòa nhà Nanoco, Số 675-677 Điện Biên Phủ, P.25, Q. Bình Thạnh, Tp.HCM",Talent Acquisition Team,500-999,Cổ phần
Kỹ thuật viên IQC - Củ Chi,['Hồ Chí Minh'],07/11/2024,Quản lý chất lượng (QA/QC),Nhân viên chính thức,Cạnh tranh,1 - 3 Năm,Nhân viên,06/12/2024,TECHTRONIC INDUSTRIES VIETNAM MANUFACTURING COMPANY LIMITED,"Cần đổi thành 9A VSIP II-A Street 27, Vietnam - Singapore Industrial Park II-A, Vinh Tan Ward, Tan Uyen City, Binh Duong Province, Vietnam",HR Dept.,10.000-19.999,100% vốn nước ngoài
Lab Support - Cutter (Temp 3 months full time),['Hồ Chí Minh'],07/11/2024,"Lao động phổ thông , Dệt may / Da giày / Thời trang",Nhân viên chính thức,6 Tr - 8 Tr VND,,Nhân viên,06/12/2024,TÜV RHEINLAND VIETNAM,"Tầng 5, tòa nhà Anna, khu công viên phần mềm Quang Trung, phường Tân Chánh Hiệp, quận 12, Tp.HCM",HR Dept.,,100% vốn nước ngoài
BẾP CHÍNH- PHỤ BẾP NHẬT,['Hồ Chí Minh'],04/12/2024,Nhà hàng / Khách sạn,Nhân viên chính thức,Cạnh tranh,1 - 2 Năm,Nhân viên,02/01/2025,,,,,
Strategic Planning Manager,['Hồ Chí Minh'],04/12/2024,"Quảng cáo / Đối ngoại / Truyền Thông , Tiếp thị / Marketing",Nhân viên chính thức,Cạnh tranh,7 - 15 Năm,Quản lý,02/01/2025,,,,,
Client Solution Manager,['Hồ Chí Minh'],02/12/2024,"Tiếp thị / Marketing , Giải trí , Quảng cáo / Đối ngoại / Truyền Thông",Nhân viên chính thức,Cạnh tranh,Trên 4 Năm,Quản lý,31/12/2024,DATVIETVAC GROUP HOLDINGS,"222 Pasteur St., Dist 3",HR Dept,500-999,Cổ phần
Nhân viên khai thác trong nước,['Hồ Chí Minh'],02/12/2024,Bưu chính viễn thông,Nhân viên chính thức,8 Tr - 10 Tr VND,,Nhân viên,31/12/2024,CHI NHÁNH TỔNG CÔNG TY CHUYỂN PHÁT NHANH BƯU ĐIỆN - CÔNG TY CỔ PHẦN TẠI THÀNH PHỐ HỒ CHÍ MINH,"36 Bis Ba Vì, phường 4, quận Tân Bình, Thành phố Hồ Chí Minh",Ms Trang,500-999,Cổ phần
CVCC Phân tích đầu tư – KHCN – HN/HCM – TA050,"['Hà Nội', 'Hồ Chí Minh']",03/12/2024,"Bán hàng / Kinh doanh , Ngân hàng",Nhân viên chính thức,Cạnh tranh,3 - 6 Năm,Nhân viên,01/01/2025,,,,,
Giám sát An toàn,['Hồ Chí Minh'],03/12/2024,Cơ khí / Ô tô / Tự động hóa,Nhân viên chính thức,Cạnh tranh,2 - 4 Năm,Nhân viên,01/01/2025,CÔNG TY CP THƯƠNG MẠI – KỸ THUẬT ĐỨC DƯƠNG,"108 Nguyễn Minh Hoàng, P.12, Tân Bình, TP.HCM",Phòng Nhân sự,25-99,Cổ phần
Nhân viên hành chính nhân sự,['Hồ Chí Minh'],09/12/2024,"Hành chính / Thư ký , Nhân sự , Ngành khác",Nhân viên chính thức,9 Tr - 10 Tr VND,1 - 2 Năm,Nhân viên,09/01/2025,CÔNG TY TNHH TƯ VẤN KỸ THUẬT VÀ TIN HỌC THƯƠNG MẠI VIET C.A.D,"K2.26, 223 Hoàng Văn Thụ, phường 8, Quận Phú Nhuận, TP. HCM",Ms.Trang,25-99,Trách nhiệm hữu hạn
Thực Tập Sinh Tuyển Dụng,['Hồ Chí Minh'],06/12/2024,Nhân sự,Thực tập,Trên 3 Tr VND,,Sinh viên/ Thực tập sinh,06/01/2025,CÔNG TY CỔ PHẦN NGƯỜI BẠN VÀNG,"Tầng 1, Vincom Plaza Cộng Hoà, 15-17 Cộng Hòa, Phường 4, Quận Tân Bình.",Phòng Nhân sự,100-499,Cổ phần
Copywriting Specialist,['Hồ Chí Minh'],06/12/2024,"Tiếp thị / Marketing , Mỹ thuật / Nghệ thuật / Thiết kế",Nhân viên chính thức,Cạnh tranh,2 - 3 Năm,Nhân viên,03/01/2025,AHAMOVE,"Lầu 1 Rivera Park, 7/28 Thành Thái, Phường 14, Quận 10, Thành phố Hồ Chí Minh",Phòng nhân sự,100-499,Cổ phần
EIT - HR GENERALIST (FRESHER),[],,,,,,,,,,,,
Trợ Lý Kinh Doanh Dự Án,['Hồ Chí Minh'],05/12/2024,"Bán hàng / Kinh doanh , Hành chính / Thư ký , Nội ngoại thất",Nhân viên chính thức,12 Tr - 15 Tr VND,2 - 5 Năm,Nhân viên,04/01/2025,CÔNG TY TNHH THƯƠNG MẠI GIẢI PHÁP ƯU VIỆT,"A25-26 KDC Kim Sơn, Đường Nguyễn Hữu Thọ, Phường Tân Phong, Quận 7, TP.HCM",Bộ phận Tuyển dụng Công ty Ưu Việt Solutions,,Trách nhiệm hữu hạn
Sales Senior Supervisor - Kênh MT,['Hồ Chí Minh'],03/12/2024,"Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh",Nhân viên chính thức,Cạnh tranh,3 - 4 Năm,Trưởng nhóm / Giám sát,31/12/2024,CÔNG TY TNHH CJ FOODS VIỆT NAM,"2bis-4-6 Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Thành Phố Hồ Chí Minh",Phòng Nhân Sự,1.000-4.999,Trách nhiệm hữu hạn
Chuyên viên bảo trì,['Hồ Chí Minh'],03/12/2024,"Vận chuyển / Giao nhận / Kho vận , Bảo trì / Sửa chữa",Nhân viên chính thức,8 Tr - 20 Tr VND,Trên 1 Năm,Nhân viên,31/12/2024,NINJA VAN VIỆT NAM,"307/21 Nguyễn Văn Trỗi, Phường 1, Quận Tân Bình , TP. HCM",HR Department,1.000-4.999,100% vốn nước ngoài
American International Program - Director of Finance & Operation,"['Hà Nội', 'Hồ Chí Minh']",04/12/2024,"Giáo dục / Đào tạo , Quản lý điều hành , Kế toán / Kiểm toán",Nhân viên chính thức,Cạnh tranh,Lên đến 10 Năm,Giám đốc,31/01/2025,EQUEST EDUCATION GROUP (EQG),"Canadian International School, Number 7, Road 23, Phu My Hung, Tan Phu Ward, District 7, HCMC",People & Culture Division - Talent Acquisition Department,5.000-9.999,Cổ phần
Fulltime English Teacher for Kids (District 10),['Hồ Chí Minh'],04/12/2024,"Dịch vụ khách hàng , Giáo dục / Đào tạo",Nhân viên chính thức,Cạnh tranh,2 - 4 Năm,Nhân viên,31/12/2024,,,,,
Production Admin - Cát Lái,['Hồ Chí Minh'],04/12/2024,"Vận chuyển / Giao nhận / Kho vận , Hành chính / Thư ký",Nhân viên chính thức,Cạnh tranh,1 - 4 Năm,Nhân viên,03/01/2025,CÔNG TY TNHH THỜI TRANG VÀ MỸ PHẨM ÂU CHÂU,"Tòa nhà Sonatus 15, Lê Thánh Tôn, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",Talent Acquisition Team,1.000-4.999,Trách nhiệm hữu hạn
,[],,,,,,,,,,,,
Power BI Developer,"['Bình Dương', 'Hồ Chí Minh', 'Đồng Nai']",05/12/2024,"Điện / Điện tử / Điện lạnh , CNTT - Phần mềm , Thống kê",Nhân viên chính thức,Cạnh tranh,3 - 6 Năm,Nhân viên,03/01/2025,EAST WEST INDUSTRIES VIETNAM LLC.,"No. 21 Street Dan Chu, VSIP 2, Hoa Phu Ward, Thu Dau Mot City, Binh Duong, Viet Nam",Recruitment Team,1.000-4.999,Trách nhiệm hữu hạn
Kế Toán Tổng Hợp,['Hồ Chí Minh'],03/12/2024,Kế toán / Kiểm toán,Nhân viên chính thức,20 Tr - 25 Tr VND,3 - 5 Năm,Nhân viên,31/12/2024,CÔNG TY CỔ PHẦN XÂY DỰNG PHƯỚC THÀNH,"21 Khu dân cư Him Lam, Xã Bình Hưng, Bình Chánh",HR Dept,500-999,Cổ phần
Kế toán tổng hợp,['Hồ Chí Minh'],03/12/2024,Kế toán / Kiểm toán,Nhân viên chính thức,15 Tr - 18 Tr VND,2 - 3 Năm,Nhân viên,01/01/2025,EQUEST EDUCATION GROUP (EQG),"Canadian International School, Number 7, Road 23, Phu My Hung, Tan Phu Ward, District 7, HCMC",People & Culture Division - Talent Acquisition Department,5.000-9.999,Cổ phần
Chuyên Viên Cao Cấp Đầu Tư - Phòng Đầu tư - BĐH,['Hồ Chí Minh'],09/12/2024,"Ngân hàng , Chứng khoán , Tài chính / Đầu tư",Nhân viên chính thức,30 Tr - 35 Tr VND,2 - 5 Năm,Nhân viên,31/12/2024,NGÂN HÀNG TMCP PHÁT TRIỂN TP.HCM (HDBANK),"25bis Nguyễn Thị Minh Khai, P. Bến Nghé, Q. 1, Tp. HCM",Phòng Tuyển dụng,,Cổ phần
Finance analyst,['Hồ Chí Minh'],09/12/2024,"Dược phẩm , Tài chính / Đầu tư","Nhân viên chính thức, Bán thời gian",20 Tr - 30 Tr VND,3 - 5 Năm,Nhân viên,02/12/2024,CÔNG TY CỔ PHẦN GREEN SPEED,"17 đường Đào Duy Từ, Khu phố Đông A, Phường Đông Hòa, Thành phố Dĩ An, Tỉnh Bình Dương, Việt Nam",Ms Thương,500-999,
Production Planning Manager,"['Bình Định', 'Hồ Chí Minh']",09/12/2024,"Sản xuất / Vận hành sản xuất , Thu mua / Vật tư , Xuất nhập khẩu",Nhân viên chính thức,Cạnh tranh,5 - 15 Năm,Trưởng nhóm / Giám sát,31/01/2025,CÔNG TY TNHH KURZ VIỆT NAM,"Lô A9.1 Khu Công nghiệp Becamex Bình Định thuộc KKT Nhơn Hội, Xã Canh Vinh, Huyện Vân Canh, Tỉnh Bình Định, Việt Nam",HR,,Trách nhiệm hữu hạn
Kỹ Sư QS/ QC Công Trường,['Hồ Chí Minh'],06/12/2024,Xây dựng,Nhân viên chính thức,15 Tr - 20 Tr VND,Trên 3 Năm,Nhân viên,31/12/2024,CÔNG TY TNHH KỸ THUẬT XÂY DỰNG AN ĐIỀN,"15.15 Park 7, Vinhomes Central Park, 720A Điện Biên Phủ, P22, Quận Bình Thạnh",HR Dept,25-99,Trách nhiệm hữu hạn
Project Management Executive,['Hồ Chí Minh'],06/12/2024,"Luật / Pháp lý , Xây dựng",Nhân viên chính thức,Cạnh tranh,2 - 3 Năm,Nhân viên,31/12/2024,"UNIEXPORT CO., LTD","Level 2, 41-43 Tran Cao Van Street, Ward 6, District 3, HCMC","UNIEXPORT CO., LTD",,Trách nhiệm hữu hạn
TRƯỞNG PHÒNG KINH DOANH DỊCH VỤ TRUYỀN THÔNG - MEDIA,['Hồ Chí Minh'],06/12/2024,"Tiếp thị / Marketing , Bán hàng / Kinh doanh , Quảng cáo / Đối ngoại / Truyền Thông",Nhân viên chính thức,Cạnh tranh,3 - 5 Năm,Quản lý,31/12/2024,CÔNG TY CỔ PHẦN ĐẦU TƯ TẬP ĐOÀN KLC,"105 - 107 đường Nguyễn Công Trứ, phường Nguyễn Thái Bình, quận 1, Tp Hồ Chí Minh",Phòng Nhân Sự,,Cổ phần
Nhân viên QC,['Hồ Chí Minh'],05/12/2024,Quản lý chất lượng (QA/QC),Nhân viên chính thức,"7,3 Tr - 8 Tr VND",,Nhân viên,27/12/2024,CÔNG TY CỔ PHẦN ĐẠI ĐỒNG TIẾN,"215 TÂN THÀNH, P.12, Q.5, HCM",Nhân Sự,500-999,Cổ phần
TRƯỞNG PHÒNG THU HỒI NỢ PHÁP LÝ,['Hồ Chí Minh'],05/12/2024,"Luật / Pháp lý , Ngân hàng , Tài chính / Đầu tư",Nhân viên chính thức,Cạnh tranh,Trên 5 Năm,Quản lý,31/12/2024,CÔNG TY TÀI CHÍNH BƯU ĐIỆN,Số 3 Đặng Thái Thân - Phường Phan Chu Trinh - Quận Hoàn Kiếm - Thành Phố Hà Nội.,Phòng Thu hút nhân tài,1.000-4.999,Trách nhiệm hữu hạn
Junior Data Entry (Banking and Finance Application),['Hồ Chí Minh'],04/12/2024,"Hành chính / Thư ký , Mới tốt nghiệp / Thực tập , Tài chính / Đầu tư",Nhân viên chính thức,Trên 8 Tr VND,,Nhân viên,27/12/2024,CÔNG TY CỔ PHẦN VIOT ENERGY EFFICIENCY PLATFORM,"603 Điện Biên Phủ, Phường 25, Quận Bình Thạnh, TP. Hồ Chí Minh",Thảo Nguyễn,25-99,Cổ phần
ACCOUNTING INTERN,['Hồ Chí Minh'],05/12/2024,"Kế toán / Kiểm toán , Mới tốt nghiệp / Thực tập",Thực tập,Cạnh tranh,,Sinh viên/ Thực tập sinh,31/12/2024,"UN-AVAILABLE LTD CO.,","Một phần lô I/3 Đường Số 7, Phường Bình Hưng Hòa, Quận Bình Tân",Ms. Lê Tư,500-999,100% vốn nước ngoài
